test_id,version,model,used_retrieval,question,true_queue,true_type,true_priority,expected_source,retrieved_vote_source,top_retrieved_source,retrieval_hit_topk,generated_answer,response_time_s,answer_chars,pred_queue,pred_queue_raw,queue_valid,pred_type,pred_priority,citations
T44,V0_baseline,llama3.2:3b,0,"Problem with Server During Peak Hours. To Whom It May Concern, I hope this message finds you well. I am reaching out due to a server outage that happened during our busiest period. It might have been caused by a server overload. My team has tried to address the issue by restarting the servers and reviewing the logs, but the problem still exists. I kindly request your assistance in looking into this issue promptly and offering a solution to prevent similar occurrences in the future. The downtime has greatly affected our operations, and we urgently need to return to normal. Please let us know if there is any information you require from us to help investigate and resolve this matter. Thank you for your swift response. We are looking forward to hearing from you soon.",Service Outages and Maintenance,Incident,medium,DOC-009,,,0,"Queue: Server Outage
Type: Incident
Priority: High
Citations: NONE
Draft response: 
Dear [Customer], 
Thank you for reaching out to us regarding the server outage during peak hours. Our team is actively investigating the cause and working to resolve the issue as soon as possible. We will provide an update on the status of the investigation and any resolution as soon as it is available.",1.1,388,,Server Outage,0,Incident,high,NONE
T45,V0_baseline,llama3.2:3b,0,Investment Portfolio. I hope this message finds you well. I am interested in learning more about analytics tools that can be used to optimize my investment portfolio for the highest possible returns. Could you please share some information on this matter? It would be greatly appreciated if you could offer any recommendations or advice. Thank you for your time and support.,Service Outages and Maintenance,Request,high,DOC-009,,,0,"Queue: Investment Portfolio Analytics Tools
Type: Request
Priority: Low
Citations: NONE
Draft response: We'd be happy to help you optimize your investment portfolio for the highest possible returns. Can you please provide more information about your current portfolio and what specific analytics tools you're interested in learning more about?",0.82,343,,Investment Portfolio Analytics Tools,0,Request,low,NONE
T46,V0_baseline,llama3.2:3b,0,Google Cloud Integration. I require assistance in connecting Google Cloud Platform with our current project management tools to improve scalability and performance. Could you offer some guidance on this?,Technical Support,Change,high,DOC-010,,,0,"Queue: Google Cloud Integration
Type: Request
Priority: Medium
Citations: NONE
Draft response: We'd be happy to help you integrate Google Cloud Platform with your project management tools. Can you please provide more details about the tools you're currently using and the specific issues you're experiencing?",0.75,308,,Google Cloud Integration,0,Request,medium,NONE
T47,V0_baseline,llama3.2:3b,0,"Concerns Regarding Engagement Metric Reduction. Noticed a decline in brand engagement metrics. Recent modifications to our marketing strategies might be the reason. We have reviewed the updated campaigns and observed some positive changes, but further details are needed.",Technical Support,Problem,medium,DOC-010,,,0,"Queue: Marketing Strategy Support
Type: Problem
Priority: Medium
Citations: NONE
Draft response: 
We're sorry to hear that you're experiencing a decline in brand engagement metrics. Our team is reviewing the recent marketing campaigns to identify the cause and potential solutions. We'll be in touch soon to discuss further.",0.8,324,,Marketing Strategy Support,0,Problem,medium,NONE
T48,V0_baseline,llama3.2:3b,0,"Problem with Access to Medical Data. I am reporting a sudden lack of access to medical records. This issue could be due to recent software compatibility issues. I have already attempted to restart the systems and verify the settings, but the problem still exists. I would greatly appreciate your assistance in looking into this and providing a solution as soon as possible. Please inform me if you need any further details from me to resolve this issue.",Technical Support,Incident,medium,DOC-010,,,0,"Queue: Medical Data Access
Type: Problem
Priority: High
Citations: NONE
Draft response: 
We apologize for the inconvenience you're experiencing with access to your medical records. Our team is investigating the issue and will work to resolve the software compatibility problem as soon as possible. We will be in touch with you shortly to provide an update on the status of your request.",0.98,386,,Medical Data Access,0,Problem,high,NONE
T49,V0_baseline,llama3.2:3b,0,Investment Projections Are Inexact. Investment projections are imprecise. The data analytics software seems to have a glitch. Restarted the Hub and Kubernetes.,Technical Support,Problem,low,DOC-010,,,0,"Queue: Investment Projections Glitch
Type: Problem
Priority: Medium
Citations: NONE
Draft response: We apologize for the inexact investment projections you're experiencing. Our data analytics software is currently undergoing maintenance, and we're investigating the issue. We'll provide an update as soon as the problem is resolved.",0.8,332,,Investment Projections Glitch,0,Problem,medium,NONE
T50,V0_baseline,llama3.2:3b,0,Concerns About Securing Medical Data on WhatsApp Desktop. I am looking to inquire about measures that can be taken to secure medical data when using WhatsApp Desktop for healthcare-related communications. Could you provide detailed information on the security measures that can be implemented to protect sensitive information? I would greatly appreciate any guidance or best practices for using WhatsApp Desktop in a healthcare setting. Thank you for your assistance with this matter.,Technical Support,Request,medium,DOC-010,,,0,"Queue: Healthcare Security
Type: Request
Priority: Medium
Citations: NONE
Draft response: 
We appreciate your concern about securing medical data on WhatsApp Desktop. Our primary focus is on providing a secure and private communication platform for healthcare professionals. We will provide more detailed information on security measures and best practices in our next response.",0.84,378,,Healthcare Security,0,Request,medium,NONE
T1,V1_rag_open,llama3.2:3b,1,"Troubleshooting Financial Firm's Data Analytics Tools. The financial firm's data analytics tools are experiencing malfunctions, which might be due to compatibility issues with recent software updates. Reinstalling the affected applications and updating drivers resolved the issue previously. We require your assistance to identify and fix the problem.",Billing and Payments,Incident,medium,DOC-001,DOC-002,DOC-002,0,"Queue: Customer Service
Type: Problem
Priority: medium
Citations: DOC-002, DOC-005
Draft response: Dear [name], thank you for reaching out about the malfunctions with your financial firm's data analytics tools. We've experienced similar issues in the past and would like to assist you in identifying and fixing the compatibility issue. Could you please provide more details on the recent software updates and any error messages you're receiving?",1.97,445,Customer Service,Customer Service,1,Problem,medium,"DOC-002, DOC-005"
T2,V1_rag_open,llama3.2:3b,1,"Unanticipated Billing Variance in User Accounts. Noticed an unanticipated billing variance across multiple user accounts following a recent update. After reviewing account settings and reprocessing invoices, the discrepancies still exist. Assistance is required to resolve this issue.",Billing and Payments,Incident,medium,DOC-001,DOC-001,DOC-001,1,"Queue: Billing and Payments
Type: Incident
Priority: medium
Citations: DOC-001
Draft response: Dear customer, we are investigating an unanticipated billing variance across multiple user accounts following a recent update. We will review the account settings and reprocess invoices to resolve the discrepancies. Please provide your account number and any relevant information to aid our investigation.",1.78,400,Billing and Payments,Billing and Payments,1,Incident,medium,DOC-001
T3,V1_rag_open,llama3.2:3b,1,"Encountered Billing Discrepancies with SaaS. Noted billing discrepancies in SaaS, with recent overcharges. These issues might be linked to recent system updates or payment gateway problems. Recalculated invoices and verified payment configurations, but the problems still exist.",Billing and Payments,Incident,medium,DOC-001,DOC-001,DOC-001,1,"Queue: Billing and Payments
Type: Incident
Priority: medium
Citations: DOC-001
Draft response: Thank you for reaching out to us about the billing discrepancies in your SaaS account. We've reviewed the recent system updates and payment gateway issues that may be causing the overcharges. We'd like to schedule a call to discuss this further and work on resolving the issue.",1.76,372,Billing and Payments,Billing and Payments,1,Incident,medium,DOC-001
T4,V1_rag_open,llama3.2:3b,1,"Unexpected Excessive Billing Errors This Month. Several subscriptions were overcharged at the same time due to a possible system glitch or synchronization issue. I have already contacted support and reviewed the invoices manually, but the problem remains unresolved. I would be grateful if you could look into this issue and provide a solution as soon as possible.",Billing and Payments,Incident,high,DOC-001,DOC-001,DOC-001,1,"Queue: Billing and Payments
Type: Problem
Priority: low
Citations: DOC-001
Draft response: Dear [Name], we acknowledge your email regarding the unexpected excessive billing errors this month. We will review your account and investigate the possible system glitch or synchronization issue that led to the overcharging of your subscriptions. We will be in touch with you shortly to discuss the next steps to resolve this matter.",1.73,426,Billing and Payments,Billing and Payments,1,Problem,low,DOC-001
T5,V1_rag_open,llama3.2:3b,1,Concerns Regarding Subscription Billing Services. Facing issues with billing amounts,Billing and Payments,Problem,high,DOC-001,DOC-001,DOC-001,1,"Queue: Billing and Payments
Type: Incident
Priority: high
Citations: DOC-001
Draft response: We regret any frustration caused by unexpected billing discrepancies. We will review your account and payment details to identify the cause of the issue and provide a solution promptly.",1.19,278,Billing and Payments,Billing and Payments,1,Incident,high,DOC-001
T6,V1_rag_open,llama3.2:3b,1,"Inquiry About ClickUp Integration Specifications. Seeking comprehensive information on integrating ClickUp for scalable SaaS project management. This would significantly aid in streamlining our workflow and enhancing productivity. Thank you for your assistance, and we look forward to your response soon.",Customer Service,Request,medium,DOC-002,DOC-006,DOC-006,0,"Queue: Product Support
Type: Request
Priority: medium
Citations: DOC-006, DOC-010
Draft response: Thank you for reaching out to our support team regarding the integration specifications for ClickUp. We'll review our current documentation and provide you with comprehensive information on integrating ClickUp for scalable SaaS project management. We'll get back to you soon with more details.",1.74,391,Product Support,Product Support,1,Request,medium,"DOC-006, DOC-010"
T7,V1_rag_open,llama3.2:3b,1,Security Requirement. It is crucial to implement strengthened security measures to protect medical data in our hospital systems urgently. This will enhance overall safety.,Customer Service,Change,high,DOC-002,DOC-001,DOC-001,0,"Queue: Billing and Payments
Type: Change
Priority: medium
Citations: DOC-001, DOC-007
Draft response: Thank you for bringing this to our attention. We will review and enhance security measures for medical data in hospital systems to ensure compliance and protection against cyber threats.",1.44,288,Billing and Payments,Billing and Payments,1,Change,medium,"DOC-001, DOC-007"
T8,V1_rag_open,llama3.2:3b,1,"Guidance on ClickUp Adobe Photoshop CC 2021 Integration. Hello Customer Support, I am writing to seek integration guidelines for ClickUp and Adobe Photoshop CC 2021. Can you offer me detailed instructions or documentation on how to integrate these tools? My goal is to optimize my workflow and boost productivity. Particularly, I am interested in learning how to import and export files, as well as how to synchronize tasks and projects between the platforms. Any support or resources you can provide would be very helpful. Thank you for your time and help.",Customer Service,Request,medium,DOC-002,DOC-005,DOC-005,0,"Queue: Product Support
Type: Request
Priority: medium
Citations: DOC-006, DOC-010
Draft response: Dear [Name], thank you for reaching out to our customer support team regarding the integration guidelines for ClickUp and Adobe Photoshop CC 2021. We will review our current resources and provide you with detailed instructions or documentation on how to integrate these tools. We will also look into the possibility of enhancing our integration capabilities with ClickUp in the future.",1.87,483,Product Support,Product Support,1,Request,medium,"DOC-006, DOC-010"
T9,V1_rag_open,llama3.2:3b,1,Improve Customer Support. Seeking to enhance data analytics tools to improve investment optimization and decision-making for our firm. Upgrading these tools is essential for making informed decisions and staying competitive in the market. We believe this enhancement is crucial for our growth and success. We look forward to hearing back from you soon. Thank you for your time and assistance.,Customer Service,Change,low,DOC-002,DOC-006,DOC-006,0,"Queue: Product Support
Type: Change
Priority: high
Citations: DOC-006, DOC-001
Draft response: Thank you for reaching out to us about enhancing data analytics tools for improved investment optimization and decision-making. We appreciate your interest in upgrading these tools to stay competitive in the market and drive growth for your firm.",1.62,341,Product Support,Product Support,1,Change,high,"DOC-006, DOC-001"
T10,V1_rag_open,llama3.2:3b,1,Safekeeping of Medical Data. Could you suggest security measures for safeguarding medical data stored on USB drives? Are there any specific encryption techniques or applications that should be employed to ensure the confidentiality of patient data?,Customer Service,Request,low,DOC-002,DOC-006,DOC-006,1,"Queue: Product Support
Type: Request
Priority: medium
Citations: DOC-006, DOC-007
Draft response: We recommend using encryption techniques such as AES-256 to safeguard medical data stored on USB drives. Additionally, consider using secure applications like Veracrypt or BitLocker to protect patient data.",1.42,304,Product Support,Product Support,1,Request,medium,"DOC-006, DOC-007"
T11,V1_rag_open,llama3.2:3b,1,Support for Data Integration. Improve the integration of data between IBM SPSS Statistics and SAP ERP to enhance investment analytics and predictive capabilities.,General Inquiry,Change,low,DOC-003,DOC-002,DOC-002,0,"Queue: Customer Service
Type: Request
Priority: medium
Citations: DOC-002, DOC-001
Draft response: Thank you for reaching out to our support team. We can provide guidance on improving the integration of data between IBM SPSS Statistics and SAP ERP for enhanced investment analytics and predictive capabilities. We will need more information about your current setup to better assist you.",1.57,387,Customer Service,Customer Service,1,Request,medium,"DOC-002, DOC-001"
T12,V1_rag_open,llama3.2:3b,1,Services in Data Analytics. Is it possible to receive data analytics services that optimize investment strategies? Thank you.,General Inquiry,Request,medium,DOC-003,DOC-001,DOC-001,0,"Queue: Customer Service
Type: Request
Priority: low
Citations: DOC-002, DOC-008
Draft response: Thank you for your inquiry regarding data analytics services. We use advanced tools and techniques to analyze market trends and predict investment outcomes. We would be happy to discuss the costs and provide case studies.",1.54,317,Customer Service,Customer Service,1,Request,low,"DOC-002, DOC-008"
T13,V1_rag_open,llama3.2:3b,1,"Support Request: Issue with Integrating SendGrid, GitHub, and Airtable. Greetings, I am encountering difficulties in setting up an automated workflow update system by integrating SendGrid and GitHub with Airtable. Could you please offer assistance with this problem?",General Inquiry,Change,low,DOC-003,DOC-010,DOC-010,0,"Queue: Technical Support
Type: Problem
Priority: low
Citations: DOC-010
Draft response: 
We acknowledge the issue with integrating SendGrid, GitHub, and Airtable. To assist you further, could you please provide more details on the specific difficulties you are experiencing with the automated workflow update system?",1.58,316,Technical Support,Technical Support,1,Problem,low,DOC-010
T14,V1_rag_open,llama3.2:3b,1,Digital campaigns showing poor performance. Limited data analysis tools are currently utilized,General Inquiry,Problem,low,DOC-003,DOC-003,DOC-003,1,"Queue: General Inquiry
Type: Problem
Priority: low
Citations: DOC-003
Draft response: Thank you for reaching out to us about the poor performance of your digital campaigns. Could you please provide more details about the data analysis tools you are currently using and any specific issues you are experiencing? This will help us better understand the situation and provide guidance on potential solutions.",1.58,405,General Inquiry,General Inquiry,1,Problem,low,DOC-003
T15,V1_rag_open,llama3.2:3b,1,"Investment Portfolio Optimization Report Issue. Hello Customer Support, I require assistance with a problem concerning my investment portfolio optimization report. It has not been generated, and I suspect this might be due to a data feed disruption or a system error. Despite restarting my system and verifying the data feeds, the issue remains unresolved. I kindly request that you investigate this matter and offer a solution at your earliest convenience. Please inform me if you require any further information from me to address this issue. Thank you for your attention and support. I am awaiting your response.",General Inquiry,Incident,low,DOC-003,DOC-010,DOC-010,1,"Queue: Technical Support
Type: Incident
Priority: high
Citations: DOC-010, DOC-003
Draft response: Dear <name>, we regret the issue with your investment portfolio optimization report. We will investigate the matter and provide a solution at your earliest convenience. Please provide any additional information you can to help us troubleshoot the issue.",1.77,352,Technical Support,Technical Support,1,Incident,high,"DOC-010, DOC-003"
T16,V1_rag_open,llama3.2:3b,1,"Problem with Project Management Features. We are facing a significant issue with the project management features, impacting a large number of users across various platforms. The problem seems to have started after recent software updates, which may suggest potential compatibility issues. Despite attempts to troubleshoot, including clearing the cache, updating software versions, and running system checks, the issue remains unresolved. This is causing affected users difficulty in managing projects, which is impacting their productivity.",Human Resources,Incident,medium,DOC-004,DOC-007,DOC-007,0,"Queue: Returns and Exchanges
Type: Incident
Priority: medium
Citations: DOC-007, DOC-002, DOC-007, DOC-009
Draft response: We acknowledge the issue with the project management features and apologize for the impact on your productivity. We will investigate the cause of the problem, which may be related to compatibility issues arising from recent software updates. Please provide specific error messages and detailed descriptions of the symptoms you are experiencing.",1.92,467,Returns and Exchanges,Returns and Exchanges,1,Incident,medium,"DOC-007, DOC-002, DOC-007, DOC-009"
T17,V1_rag_open,llama3.2:3b,1,Query on Gaming Product Digital Promotion Tactics. Could you furnish more information on digital strategies for promoting gaming products? Thank you!,Human Resources,Request,medium,DOC-004,DOC-002,DOC-002,0,"Queue: Customer Service
Type: Request
Priority: low
Citations: DOC-002, DOC-008, DOC-007
Draft response: We appreciate your query on digital strategies for promoting gaming products. We can provide information on effective digital tactics used by gaming brands, including social media campaigns and influencer marketing. Would you like to discuss further?",1.45,355,Customer Service,Customer Service,1,Request,low,"DOC-002, DOC-008, DOC-007"
T18,V1_rag_open,llama3.2:3b,1,Hospital Systems Security Breach Detected. security issue identified in hospital systems,Human Resources,Incident,high,DOC-004,DOC-010,DOC-010,0,"Queue: Technical Support
Type: Incident
Priority: high
Citations: DOC-010, DOC-006
Draft response: 
We have detected a security issue in your hospital systems and are taking immediate action to investigate and resolve the issue. Please provide information about the error messages encountered with the affected systems so we can assist further.",1.42,344,Technical Support,Technical Support,1,Incident,high,"DOC-010, DOC-006"
T19,V1_rag_open,llama3.2:3b,1,"Concern Regarding Precision of QuickBooks Software. Recently encountered problems with the accuracy of QuickBooks, impacting financial reporting.",Human Resources,Incident,low,DOC-004,DOC-005,DOC-005,0,"Queue: Billing and Payments
Type: Incident
Priority: medium
Citations: DOC-001, DOC-006
Draft response: We are aware of the issue with the accuracy of QuickBooks software impacting financial reporting. Our team is investigating the root cause and will provide an update shortly to mitigate any further disruptions. In the meantime, please contact us at [support email] for assistance.",1.44,384,Billing and Payments,Billing and Payments,1,Incident,medium,"DOC-001, DOC-006"
T20,V1_rag_open,llama3.2:3b,1,"Company Policies on Remote Work and Flexible Scheduling. I am reaching out to inquire about the company's policies regarding remote work and flexible scheduling, as a prospective employee. I am particularly interested in learning about the company's stance on work-life balance and flexibility. Could you provide me with information on the company's remote work and flexible scheduling policies, as well as any additional benefits that may be available? Additionally, I would be grateful if you could share how these policies are put into practice, including any criteria or responsibilities that employees need to fulfill to participate. Furthermore, I am curious to know if certain roles or departments are eligible for remote work or flexible scheduling. I am excited about the prospect of joining the company and believe that a thorough understanding of these policies will aid in my decision-making. Thank you for your time and assistance, and I look forward to a prompt response. Sincerely, [Your Name]",Human Resources,Request,low,DOC-004,DOC-004,DOC-004,1,"Queue: Human Resources
Type: Request
Priority: low
Citations: DOC-004
Draft response: Thank you for your interest in our company's policies regarding remote work and flexible scheduling. I'll be happy to provide you with information on our stance on work-life balance and flexibility, as well as any additional benefits that may be available. Please allow me to look into this further and I will be in touch with you shortly.",1.92,425,Human Resources,Human Resources,1,Request,low,DOC-004
T21,V1_rag_open,llama3.2:3b,1,Request for Information on Securing Medical Data Services for Healthcare Providers. Could you provide detailed information on securing medical data services for healthcare providers to ensure the confidentiality and integrity of patient information? Your assistance would be greatly appreciated.,IT Support,Request,high,DOC-005,DOC-002,DOC-008,0,"Queue: Sales and Pre-Sales
Type: Request
Priority: medium
Citations: DOC-008, DOC-002
Draft response: We appreciate your interest in securing medical data services for healthcare providers. Our team offers a range of solutions to ensure the confidentiality and integrity of patient information, including data encryption, access controls, and network security measures. We would be happy to provide more details and discuss how our solutions can meet your specific needs.",1.81,471,Sales and Pre-Sales,Sales and Pre-Sales,1,Request,medium,"DOC-008, DOC-002"
T22,V1_rag_open,llama3.2:3b,1,Enhancing Digital Marketing Tactics. Is it possible to offer insights on optimizing digital marketing strategies for our marketing agency? We are looking to enhance our online presence and reach a broader audience. Our team is exploring ways to effectively utilize the products at our disposal to achieve our goals. We would greatly appreciate any guidance or support in this matter.,IT Support,Request,high,DOC-005,DOC-006,DOC-006,0,"Queue: Customer Service
Type: Request
Priority: medium
Citations: DOC-002, DOC-008
Draft response: Dear [Name], thank you for reaching out to our support team. We'd be happy to assist with optimizing your digital marketing strategies for your marketing agency. Please provide more details about your current approach and goals, and we'll do our best to offer guidance and support.",1.66,380,Customer Service,Customer Service,1,Request,medium,"DOC-002, DOC-008"
T23,V1_rag_open,llama3.2:3b,1,"Request for Assistance with Security Incident. I need support in writing a report on a critical security incident. An unauthorized access incident occurred, which could have potentially exposed sensitive medical data and compromised hospital systems. The breach may have happened due to a configuration error in cloud services. I have already reinforced passwords and monitored access logs, but I successfully resolved the immediate issue and now urgently need assistance in containing and investigating the breach. Please provide guidance on the next steps and any additional information required to resolve this matter.",IT Support,Incident,high,DOC-005,DOC-001,DOC-001,0,"Queue: Billing and Payments
Type: Incident
Priority: medium
Citations: DOC-001, DOC-007, DOC-004, DOC-010
Draft response: Dear [Name], thank you for reporting the security incident. We will guide you through the next steps to contain and investigate the breach. Please provide detailed information about the incident, including the date and time it occurred, the systems affected, and any error messages you've received.",2.0,420,Billing and Payments,Billing and Payments,1,Incident,medium,"DOC-001, DOC-007, DOC-004, DOC-010"
T24,V1_rag_open,llama3.2:3b,1,"Improvements. Hello, I need assistance in optimizing digital tools and refining marketing strategies. Could you please inform me about any available upgrades that could help enhance brand growth? I would greatly appreciate your help with this matter.",IT Support,Change,high,DOC-005,DOC-003,DOC-003,0,"Queue: General Inquiry
Type: Request
Priority: low
Citations: DOC-009, DOC-006
Draft response: Thank you for reaching out to us about optimizing digital tools and refining marketing strategies. We'd be happy to provide you with information and insights on available upgrades that could help enhance brand growth. Please allow us to contact you at a later time to discuss these further.",1.64,385,General Inquiry,General Inquiry,1,Request,low,"DOC-009, DOC-006"
T25,V1_rag_open,llama3.2:3b,1,Data Protection. Seeking advice on data security measures for a hospital's Linux and Alteryx environment. Could offer some general guidance on this matter?,IT Support,Request,medium,DOC-005,DOC-007,DOC-007,1,"Queue: Returns and Exchanges
Type: Request
Priority: medium
Citations: DOC-007, DOC-009
Draft response: We can provide general guidance on data security measures for a hospital's Linux and Alteryx environment. Please let us know if you would like specific recommendations for encryption methods, access controls, or data backup procedures. We will be happy to assist you further.",1.56,379,Returns and Exchanges,Returns and Exchanges,1,Request,medium,"DOC-007, DOC-009"
T26,V1_rag_open,llama3.2:3b,1,"Problem during campaign activation. Campaign launches have not been successful because of potential integration complications with Netgear Wi-Fi. Despite restarting the router and examining MongoDB connections, the problem remains unresolved.",Product Support,Incident,high,DOC-006,DOC-006,DOC-006,1,"Queue: Product Support
Type: Incident
Priority: low
Citations: DOC-006, DOC-010
Draft response: I'm sorry to hear that your campaign activation is experiencing issues due to potential integration complications with Netgear Wi-Fi. I'll look into this further and reach out to you at <tel_num> to discuss and find a solution.",1.51,323,Product Support,Product Support,1,Incident,low,"DOC-006, DOC-010"
T27,V1_rag_open,llama3.2:3b,1,ClickUp Support Inquiry. The ClickUp integration has suddenly stopped working.,Product Support,Incident,medium,DOC-006,DOC-005,DOC-005,1,"Queue: IT Support
Type: Incident
Priority: medium
Citations: DOC-005, DOC-007
Draft response: Dear [name], thank you for reaching out to us regarding the sudden stoppage of the ClickUp integration. Could you please provide more details about the issue, such as any error messages you've encountered, to help us troubleshoot and resolve the problem?",1.58,348,IT Support,IT Support,1,Incident,medium,"DOC-005, DOC-007"
T28,V1_rag_open,llama3.2:3b,1,"Problem with Login in Mobile Application. I am currently facing difficulties in logging into my mobile application, which I suspect is due to the recent software update. Despite attempting to restart the application and clearing the cache, the issue has not been resolved. I kindly request you to look into this matter and provide a prompt solution. Please inform me if there are any specific actions I should take to address this problem. I am eager to receive your feedback and find a solution to my issue. Thank you for your time and assistance.",Product Support,Incident,low,DOC-006,DOC-007,DOC-007,0,"Queue: IT Support
Type: Incident
Priority: medium
Citations: DOC-007, DOC-010
Draft response: Thank you for reaching out to us about the issue with your mobile application login. I've checked on the status of the recent software update and will investigate further to assist you in resolving this issue. Please provide more details about the error message you're receiving.",1.58,373,IT Support,IT Support,1,Incident,medium,"DOC-007, DOC-010"
T29,V1_rag_open,llama3.2:3b,1,"Request for Cassandra 4.0 Integration Documentation with Project Management SaaS. I am contacting you to seek information on the available documentation for integrating Cassandra 4.0 with project management software as a service. Could you kindly share any guides, tutorials, or API documentation that might be available? I would greatly appreciate any support you can offer in this regard.",Product Support,Request,medium,DOC-006,DOC-008,DOC-002,0,"Queue: Customer Service
Type: Request
Priority: high
Citations: DOC-002, DOC-008
Draft response: Thank you for reaching out to our service desk regarding the integration documentation for Cassandra 4.0 with project management SaaS. We will review our available resources to provide you with the most up-to-date information on guides, tutorials, and API documentation for this integration. Please allow us to contact you at a later time to discuss the details.",2.01,459,Customer Service,Customer Service,1,Request,high,"DOC-002, DOC-008"
T30,V1_rag_open,llama3.2:3b,1,"Support Case. An unauthorized access incident has taken place, possibly leading to the exposure of sensitive medical information.",Product Support,Incident,high,DOC-006,DOC-001,DOC-001,0,"Queue: Billing and Payments
Type: Problem
Priority: medium
Citations: DOC-001
Draft response: We are unable to determine the cause of the unauthorized access incident and would like to investigate further. Please provide details about the incident, including the date and time it occurred and any error messages received.",1.46,321,Billing and Payments,Billing and Payments,1,Problem,medium,DOC-001
T31,V1_rag_open,llama3.2:3b,1,"Detected Unlawful Access to Patient Information. Esteemed Customer Support, <br>We have identified unauthorized access to patient data. This may have resulted from inadequate firewall settings. Despite verifying user authentication methods, the problem continues. We require your immediate help to address this emergency and avoid future security breaches. <br>Please instruct us on measures to safeguard our system and prevent such unauthorized access. <br>We are grateful for your rapid intervention. <br>Thank you for your cooperation.",Returns and Exchanges,Incident,low,DOC-007,DOC-007,DOC-007,1,"Queue: Returns and Exchanges
Type: Incident
Priority: low
Citations: DOC-007
Draft response: We have received your report of unauthorized access to patient data. Please provide your account number and a suitable time for a call to discuss this further and offer guidance on securing your system.",1.71,295,Returns and Exchanges,Returns and Exchanges,1,Incident,low,DOC-007
T32,V1_rag_open,llama3.2:3b,1,"Problem with Data Analysis Tools. Customers are having trouble accessing critical data analysis tools for investment optimization. The issue might be related to recent software compatibility updates. Restarting applications and reinstalling software seemed to have resolved it for some, but further assistance is needed promptly. Could you please provide the most recent updates and any error messages received when trying to access the data analysis tools? Also, let me know a convenient time to call and discuss this further.",Returns and Exchanges,Incident,medium,DOC-007,DOC-004,DOC-004,0,"Queue: Product Support
Type: Incident
Priority: high
Citations: DOC-006, DOC-004
Draft response: Dear Customer, thank you for reaching out to us about the issue with your data analysis tools. We apologize for the inconvenience this has caused and would like to assist you in resolving the problem as soon as possible. Could you please provide the most recent updates and any error messages received when trying to access the data analysis tools?",1.82,445,Product Support,Product Support,1,Incident,high,"DOC-006, DOC-004"
T33,V1_rag_open,llama3.2:3b,1,"Support for Campaign Performance Issues. Hello Customer Support, I am contacting you to address the underperformance of our digital campaigns. We suspect that insufficient research on the target audience might be the reason. We have made several attempts to adjust ad targeting and messaging, but the problem continues. I would greatly appreciate any suggestions on how to enhance our campaign performance. Please inform me if you require any additional information. Thank you for your support.",Returns and Exchanges,Problem,low,DOC-007,DOC-002,DOC-008,0,"Queue: Customer Service
Type: Incident
Priority: medium
Citations: DOC-002, DOC-008
Draft response: Thank you for reaching out. I'd be happy to help you troubleshoot the issue with your digital campaigns. Could you please provide more details about your current targeting strategies and the specific outcomes you are encountering, such as engagement metrics and ad spend?",1.76,371,Customer Service,Customer Service,1,Incident,medium,"DOC-002, DOC-008"
T34,V1_rag_open,llama3.2:3b,1,"Concern Regarding Investment Calculations. A financial company is encountering inconsistencies in investment return calculations with H2O.ai SQL Server analytics. The issue might be due to data integration errors or outdated algorithms. To date, the team has reviewed data sources and updated the software, but the inaccuracies persist. Despite attempts to troubleshoot, the problem remains unresolved. We would greatly appreciate it if you could look into this matter and provide a solution as soon as possible. Please let us know if additional information is needed.",Returns and Exchanges,Problem,low,DOC-007,DOC-005,DOC-007,1,"Queue: Returns and Exchanges
Type: Incident
Priority: low
Citations: DOC-007, DOC-005, DOC-006, DOC-002
Draft response: Dear Customer, we have received your concern regarding investment calculations with H2O.ai SQL Server analytics. We will review the data sources and algorithms to determine the cause of the inaccuracies and provide a solution as soon as possible. Please provide additional information if needed.",1.93,415,Returns and Exchanges,Returns and Exchanges,1,Incident,low,"DOC-007, DOC-005, DOC-006, DOC-002"
T35,V1_rag_open,llama3.2:3b,1,"Data Leak. The healthcare facility's system was subjected to a data leak, resulting in the exposure of confidential medical information. This issue might be due to the use of outdated software and inadequate security protocols within the hospital's IT department. We have already updated the software, reset passwords, and performed initial security checks, but the breach still continues. We require your help to resolve this matter and ensure the security of patients' data.",Returns and Exchanges,Problem,medium,DOC-007,DOC-005,DOC-005,1,"Queue: IT Support
Type: Incident
Priority: high
Citations: DOC-005, DOC-010, DOC-007
Draft response: We are taking this incident very seriously and will investigate further. Please assist our investigation by providing details about the incident, including the date and time it occurred, and any further actions you have taken to address the data leak.",1.6,352,IT Support,IT Support,1,Incident,high,"DOC-005, DOC-010, DOC-007"
T36,V1_rag_open,llama3.2:3b,1,"Issue with Task Disappearance on Dashboard. Hello customer support, we are experiencing delays in our project timelines because tasks are disappearing from the dashboard. Despite restarting servers, reviewing database logs, and confirming user permissions, the problem continues. Potential reasons may involve a MongoDB synchronization issue or a Chef configuration error. Your help in addressing this would greatly assist in regaining team productivity.",Sales and Pre-Sales,Problem,high,DOC-008,DOC-006,DOC-006,0,"Queue: Product Support
Type: Incident
Priority: low
Citations: DOC-006
Draft response: We've received your report of task disappearance on the dashboard. We'll investigate the potential causes, including MongoDB synchronization and Chef configuration errors, and get back to you with a solution or further discussion if required.",1.42,329,Product Support,Product Support,1,Incident,low,DOC-006
